id,Basic Income Type,Income Test,Payment Unit,Payment Unit2,Benefit Level,scaling Factor,BRR,Break-Even Point,All Recipients, Gross Cost ,Gross Cost(M), Gross Cost to Parents , Gross Cost to Coupled Recipients , Gross Cost Families - Quartile 1 , Gross Cost Families - Quartile 2 , Gross Cost Families - Quartile 3 , Gross Cost Families - Quartile 4 , Gross Cost Individuals - Quartile 1 , Gross Cost Individuals - Quartile 2 , Gross Cost Individuals - Quartile 3 , Gross Cost Individuals - Quartile 4 ,Percentage Change in Poverty Rate,% change in PR,Poverty Rate After Basic Income,Poverty Reduction Efficiency,Poverty Reduction Efficiency (B),Mean Change in Depth of Poverty,% Change in PD,Depth of Poverty Efficiency,Percentage Change in Gini Coefficient (family income),Gini Coefficient (family income) Efficiency,Percentage Change in Gini Coefficient (individual income),Gini Coefficient (individual income) Efficiency,Mean Age of Recipients,Poverty Rate Before Basic Income, Poverty count with Basic Income , Total Number of People In Poverty Before BI , Mean Depth of Poverty After Basic Income , Mean Depth of Poverty Before BI (for recipients) ,"Gini Coefficient after BI, families",Gini Coefficient Before BI - family income,"Gini Coefficient after BI, individuals",Gini Coefficient Before BI - individual income,Total Mean Age,Total Number of Parents,Total Number of people that are in a Couple,Total Working-Age Population,Number of Recipients that are in a Couple,Number of Recipients that are Parents
91,RTC,Family,SQRT(2),Family,5000,sqrt(N),55,9090.909091,260663,"$837,339,824 ",837,"$65,568,139 ","$73,579,365 ","$837,333,111 ","$6,713 ", $-   , $-   ,"$837,333,111 ","$6,713 ", $-   , $-   ,-0.168911219,-16.89112186,0.078680411,2.01724E-10,98708,-0.094449637,-9.444963668,1.12797E-10,-0.206645504,2.46788E-10,-0.231708214,2.76719E-10,30,0.094671488,"406,670","489,322","$1,743 ","$1,957 ",0.50691261,0.611663818,0.496597984,0.570196688,41,"1,695,015","2,481,629","5,168,631","28,792","21,582"
92,RTC,Family,SQRT(2),Family,5000,sqrt(N),60,8333.333333,245993,"$800,824,258 ",801,"$63,167,636 ","$69,062,156 ","$800,819,208 ","$5,050 ", $-   , $-   ,"$800,819,208 ","$5,050 ", $-   , $-   ,-0.168911219,-16.89112186,0.078680411,2.10922E-10,103209,-0.088718535,-8.871853486,1.10784E-10,-0.205965772,2.57192E-10,-0.230986029,2.88435E-10,30,0.094671488,"406,670","489,322","$1,752 ","$1,957 ",0.507198323,0.611663818,0.496889327,0.570196688,41,"1,695,015","2,481,629","5,168,631","27,114","21,582"
93,RTC,Family,SQRT(2),Family,5000,sqrt(N),65,7692.307692,214769,"$773,798,450 ",774,"$61,478,120 ","$65,548,216 ","$773,795,063 ","$3,388 ", $-   , $-   ,"$773,795,063 ","$3,388 ", $-   , $-   ,-0.168911219,-16.89112186,0.078680411,2.18288E-10,106813,-0.085779601,-8.577960122,1.10855E-10,-0.205459818,2.65521E-10,-0.230446056,2.97811E-10,29,0.094671488,"406,670","489,322","$1,758 ","$1,957 ",0.507411205,0.611663818,0.49710738,0.570196688,41,"1,695,015","2,481,629","5,168,631","21,469","18,395"
94,RTC,Family,SQRT(2),Family,5000,sqrt(N),70,7142.857143,209437,"$752,846,859 ",753,"$60,300,074 ","$63,727,846 ","$752,845,134 ","$1,725 ", $-   , $-   ,"$752,845,134 ","$1,725 ", $-   , $-   ,-0.168911219,-16.89112186,0.078680411,2.24363E-10,109786,-0.083922563,-8.392256345,1.11474E-10,-0.205050454,2.72367E-10,-0.23002404,3.05539E-10,29,0.094671488,"406,670","489,322","$1,763 ","$1,957 ",0.507583576,0.611663818,0.49727794,0.570196688,41,"1,695,015","2,481,629","5,168,631","20,726","18,208"
95,RTC,Family,SQRT(2),Family,5000,sqrt(N),75,6666.666667,202114,"$734,296,046 ",734,"$59,173,634 ","$62,124,415 ","$734,295,983 ",$63 , $-   , $-   ,"$734,295,983 ",$63 , $-   , $-   ,-0.168911219,-16.89112186,0.078680411,2.30031E-10,112560,-0.082405662,-8.240566193,1.12224E-10,-0.204687521,2.78753E-10,-0.229648963,3.12747E-10,30,0.094671488,"406,670","489,322","$1,767 ","$1,957 ",0.507736496,0.611663818,0.497429621,0.570196688,41,"1,695,015","2,481,629","5,168,631","20,391","17,892"
96,RTC,Family,SQRT(2),Family,5000,sqrt(N),80,6250,196774,"$717,717,651 ",718,"$58,098,050 ","$60,594,024 ","$717,717,651 ", $-   , $-   , $-   ,"$717,717,651 ", $-   , $-   , $-   ,-0.168860152,-16.88601524,0.078685246,2.35274E-10,115125,-0.081102631,-8.110263123,1.13001E-10,-0.204362869,2.8474E-10,-0.229312673,3.19503E-10,30,0.094671488,"406,695","489,322","$1,771 ","$1,957 ",0.507873364,0.611663818,0.497565695,0.570196688,41,"1,695,015","2,481,629","5,168,631","20,078","17,892"
97,RTC,Family,SQRT(2),Family,5000,sqrt(N),85,5882.352941,195078,"$702,377,463 ",702,"$57,031,060 ","$59,284,579 ","$702,377,463 ", $-   , $-   , $-   ,"$702,377,463 ", $-   , $-   , $-   ,-0.168860152,-16.88601524,0.078685246,2.40412E-10,117639,-0.079950729,-7.995072877,1.13829E-10,-0.204060555,2.90528E-10,-0.229000613,3.26036E-10,30,0.094671488,"406,695","489,322","$1,774 ","$1,957 ",0.508000878,0.611663818,0.497692036,0.570196688,41,"1,695,015","2,481,629","5,168,631","19,480","17,844"
98,RTC,Family,SQRT(2),Family,5000,sqrt(N),90,5555.555556,191121,"$687,881,595 ",688,"$55,970,099 ","$58,022,158 ","$687,881,595 ", $-   , $-   , $-   ,"$687,881,595 ", $-   , $-   , $-   ,-0.168860152,-16.88601524,0.078685246,2.45479E-10,120118,-0.078835523,-7.883552321,1.14606E-10,-0.203774452,2.96235E-10,-0.228705063,3.32477E-10,30,0.094671488,"406,695","489,322","$1,777 ","$1,957 ",0.508121617,0.611663818,0.497811748,0.570196688,41,"1,695,015","2,481,629","5,168,631","19,453","17,844"
99,RTC,Family,SQRT(2),Family,5000,sqrt(N),95,5263.157895,186433,"$674,719,806 ",675,"$55,008,228 ","$56,766,960 ","$674,719,806 ", $-   , $-   , $-   ,"$674,719,806 ", $-   , $-   , $-   ,-0.168860152,-16.88601524,0.078685246,2.50267E-10,122461,-0.077791981,-7.779198063,1.15295E-10,-0.203514472,3.01628E-10,-0.228435725,3.38564E-10,30,0.094671488,"406,695","489,322","$1,780 ","$1,957 ",0.508231378,0.611663818,0.497920897,0.570196688,41,"1,695,015","2,481,629","5,168,631","19,433","17,166"
100,RTC,Family,SQRT(2),Family,5000,sqrt(N),100,5000,181803,"$662,886,435 ",663,"$54,130,903 ","$55,517,557 ","$662,886,435 ", $-   , $-   , $-   ,"$662,886,435 ", $-   , $-   , $-   ,-0.168819308,-16.88193083,0.078689113,2.54673E-10,124617,-0.076844476,-7.684447616,1.15924E-10,-0.203280613,3.0666E-10,-0.228192657,3.44241E-10,30,0.094671488,"406,715","489,322","$1,783 ","$1,957 ",0.508330154,0.611663818,0.49801944,0.570196688,41,"1,695,015","2,481,629","5,168,631","19,404","17,166"
101,RTC,Family,SQRT(2),Family,6000,sqrt(N),5,120000,2361123,"$7,595,247,854 ",7595,"$1,195,943,094 ","$2,098,220,377 ","$3,123,991,030 ","$2,551,789,133 ","$1,733,234,925 ","$186,232,766 ","$3,166,672,937 ","$2,454,391,028 ","$1,567,393,481 ","$406,790,408 ",-0.450752258,-45.07522583,0.051998101,5.93466E-11,29040,-0.658988168,-65.89881678,8.67632E-11,-0.284175426,3.74149E-11,-0.310833812,4.09248E-11,40,0.094671488,"268,759","489,322","$1,227 ","$1,957 ",0.476308618,0.611663818,0.466621938,0.570196688,41,"1,695,015","2,481,629","5,168,631","1,111,013","555,166"
102,RTC,Family,SQRT(2),Family,6000,sqrt(N),10,60000,1523307,"$4,584,034,296 ",4584,"$533,912,302 ","$750,741,626 ","$2,849,153,685 ","$1,555,000,866 ","$179,851,417 ","$28,327 ","$2,682,452,319 ","$1,491,474,896 ","$404,424,145 ","$5,682,936 ",-0.417716712,-41.77167118,0.055125624,9.11243E-11,44589,-0.60846726,-60.84672604,1.32736E-10,-0.262199759,5.71985E-11,-0.286707073,6.25447E-11,37,0.094671488,"284,924","489,322","$1,303 ","$1,957 ",0.484601435,0.611663818,0.475371457,0.570196688,41,"1,695,015","2,481,629","5,168,631","438,825","256,075"
103,RTC,Family,SQRT(2),Family,6000,sqrt(N),15,40000,1065432,"$3,213,140,185 ",3213,"$327,883,287 ","$403,581,932 ","$2,574,316,340 ","$638,172,859 ","$629,708 ","$21,278 ","$2,377,973,322 ","$822,670,698 ","$12,485,526 ","$10,639 ",-0.362975687,-36.29756868,0.060308039,1.12966E-10,55277,-0.563876123,-56.38761233,1.75491E-10,-0.245988131,7.65569E-11,-0.271195412,8.4402E-11,35,0.094671488,"311,710","489,322","$1,357 ","$1,957 ",0.49090662,0.611663818,0.481172138,0.570196688,41,"1,695,015","2,481,629","5,168,631","213,142","139,998"
104,RTC,Family,SQRT(2),Family,6000,sqrt(N),20,30000,812903,"$2,489,169,256 ",2489,"$229,528,381 ","$256,130,188 ","$2,299,478,996 ","$189,676,032 ", $-   ,"$14,228 ","$2,134,905,301 ","$354,069,387 ","$187,454 ","$7,114 ",-0.294227511,-29.42275107,0.066816531,1.18203E-10,57839,-0.502019667,-50.2019667,2.01682E-10,-0.235585511,9.46442E-11,-0.260962218,1.04839E-10,34,0.094671488,"345,350","489,322","$1,411 ","$1,957 ",0.495039651,0.611663818,0.485077035,0.570196688,41,"1,695,015","2,481,629","5,168,631","143,632","115,696"
105,RTC,Family,SQRT(2),Family,6000,sqrt(N),25,24000,655270,"$2,059,752,567 ",2060,"$167,318,848 ","$187,594,934 ","$2,024,641,651 ","$35,103,737 ", $-   ,"$7,179 ","$1,923,437,499 ","$136,309,920 ","$1,559 ","$3,589 ",-0.224099815,-22.40998149,0.073455624,1.08799E-10,53238,-0.416831035,-41.68310353,2.02369E-10,-0.22876893,1.11066E-10,-0.254149139,1.23388E-10,33,0.094671488,"379,665","489,322","$1,468 ","$1,957 ",0.497785878,0.611663818,0.487712184,0.570196688,41,"1,695,015","2,481,629","5,168,631","88,232","80,034"
106,RTC,Family,SQRT(2),Family,6000,sqrt(N),30,20000,558707,"$1,758,807,624 ",1759,"$130,769,335 ","$150,285,779 ","$1,755,627,172 ","$3,180,323 ", $-   ,$129 ,"$1,724,521,302 ","$34,286,257 ", $-   ,$65 ,-0.206126004,-20.61260045,0.075157233,1.17196E-10,57347,-0.287721562,-28.77215624,1.63589E-10,-0.223716691,1.27198E-10,-0.249083534,1.41621E-10,32,0.094671488,"388,460","489,322","$1,532 ","$1,957 ",0.499841036,0.611663818,0.489690083,0.570196688,41,"1,695,015","2,481,629","5,168,631","60,199","57,240"
107,RTC,Family,SQRT(2),Family,6000,sqrt(N),35,17142.85714,489053,"$1,540,515,031 ",1541,"$107,424,178 ","$129,566,326 ","$1,539,171,058 ","$1,343,973 ", $-   , $-   ,"$1,535,071,651 ","$5,443,380 ", $-   , $-   ,-0.185436189,-18.54361892,0.077115968,1.20373E-10,58901,-0.214360043,-21.43600428,1.39148E-10,-0.219917804,1.42756E-10,-0.245264664,1.5921E-10,32,0.094671488,"398,584","489,322","$1,582 ","$1,957 ",0.501397568,0.611663818,0.491191822,0.570196688,41,"1,695,015","2,481,629","5,168,631","51,950","47,201"
108,RTC,Family,SQRT(2),Family,6000,sqrt(N),40,15000,403623,"$1,389,331,602 ",1389,"$96,352,631 ","$116,839,162 ","$1,388,763,078 ","$568,524 ", $-   , $-   ,"$1,386,884,269 ","$2,447,334 ", $-   , $-   ,-0.181234434,-18.12344342,0.077513754,1.30447E-10,63831,-0.170023655,-17.00236549,1.22378E-10,-0.21720916,1.56341E-10,-0.242526174,1.74563E-10,31,0.094671488,"400,640","489,322","$1,616 ","$1,957 ",0.502513321,0.611663818,0.492274394,0.570196688,41,"1,695,015","2,481,629","5,168,631","37,148","30,010"
109,RTC,Family,SQRT(2),Family,6000,sqrt(N),45,13333.33333,371215,"$1,275,602,910 ",1276,"$90,426,593 ","$109,421,203 ","$1,275,285,820 ","$317,090 ", $-   , $-   ,"$1,274,100,928 ","$1,501,982 ", $-   , $-   ,-0.181234434,-18.12344342,0.077513754,1.42077E-10,69522,-0.150160156,-15.01601562,1.17717E-10,-0.215132907,1.68652E-10,-0.240422562,1.88478E-10,30,0.094671488,"400,640","489,322","$1,640 ","$1,957 ",0.503371949,0.611663818,0.493109235,0.570196688,41,"1,695,015","2,481,629","5,168,631","30,754","24,167"
110,RTC,Family,SQRT(2),Family,6000,sqrt(N),50,12000,334675,"$1,184,024,481 ",1184,"$87,187,832 ","$103,929,490 ","$1,183,958,003 ","$66,478 ", $-   , $-   ,"$1,183,184,790 ","$839,691 ", $-   , $-   ,-0.171337053,-17.13370532,0.078450754,1.44707E-10,70809,-0.136381648,-13.63816485,1.15185E-10,-0.213445708,1.80271E-10,-0.238703653,2.01604E-10,30,0.094671488,"405,483","489,322","$1,660 ","$1,957 ",0.504071845,0.611663818,0.493793506,0.570196688,41,"1,695,015","2,481,629","5,168,631","30,408","22,763"
111,RTC,Family,SQRT(2),Family,6000,sqrt(N),55,10909.09091,307951,"$1,113,755,517 ",1114,"$84,324,410 ","$98,779,800 ","$1,113,743,805 ","$11,713 ", $-   , $-   ,"$1,113,382,270 ","$373,247 ", $-   , $-   ,-0.171234906,-17.12349057,0.078460425,1.53746E-10,75231,-0.126086099,-12.60860988,1.13208E-10,-0.21213837,1.90471E-10,-0.237359196,2.13116E-10,30,0.094671488,"405,533","489,322","$1,675 ","$1,957 ",0.504615509,0.611663818,0.494330037,0.570196688,41,"1,695,015","2,481,629","5,168,631","29,362","22,397"
112,RTC,Family,SQRT(2),Family,6000,sqrt(N),60,10000,277201,"$1,057,856,559 ",1058,"$81,617,981 ","$93,933,036 ","$1,057,846,509 ","$10,050 ", $-   , $-   ,"$1,057,790,900 ","$65,659 ", $-   , $-   ,-0.169019595,-16.90195948,0.078670152,1.59776E-10,78182,-0.117009987,-11.70099866,1.1061E-10,-0.211094201,1.99549E-10,-0.236274689,2.23352E-10,30,0.094671488,"406,617","489,322","$1,688 ","$1,957 ",0.505050573,0.611663818,0.494763681,0.570196688,41,"1,695,015","2,481,629","5,168,631","28,843","21,853"
113,RTC,Family,SQRT(2),Family,6000,sqrt(N),65,9230.769231,261406,"$1,012,955,698 ",1013,"$79,161,868 ","$89,232,821 ","$1,012,947,311 ","$8,388 ", $-   , $-   ,"$1,012,947,311 ","$8,388 ", $-   , $-   ,-0.169019595,-16.90195948,0.078670152,1.66858E-10,81647,-0.109779585,-10.9779585,1.08376E-10,-0.21025458,2.07565E-10,-0.235392794,2.32382E-10,30,0.094671488,"406,617","489,322","$1,700 ","$1,957 ",0.505400956,0.611663818,0.495116876,0.570196688,41,"1,695,015","2,481,629","5,168,631","28,807","21,582"
114,RTC,Family,SQRT(2),Family,6000,sqrt(N),70,8571.428571,247833,"$974,913,699 ",975,"$76,761,364 ","$84,651,169 ","$974,906,974 ","$6,725 ", $-   , $-   ,"$974,906,974 ","$6,725 ", $-   , $-   ,-0.169019595,-16.90195948,0.078670152,1.73369E-10,84833,-0.103726024,-10.37260239,1.06395E-10,-0.209543526,2.14935E-10,-0.234639972,2.40678E-10,30,0.094671488,"406,617","489,322","$1,709 ","$1,957 ",0.505698063,0.611663818,0.495418772,0.570196688,41,"1,695,015","2,481,629","5,168,631","28,221","21,582"
115,RTC,Family,SQRT(2),Family,6000,sqrt(N),75,8000,225585,"$943,034,309 ",943,"$74,538,923 ","$80,488,010 ","$943,029,247 ","$5,063 ", $-   , $-   ,"$943,029,247 ","$5,063 ", $-   , $-   ,-0.169019595,-16.90195948,0.078670152,1.7923E-10,87701,-0.099300682,-9.93006819,1.05299E-10,-0.208946615,2.21568E-10,-0.234004721,2.4814E-10,30,0.094671488,"406,617","489,322","$1,717 ","$1,957 ",0.505947746,0.611663818,0.495673807,0.570196688,41,"1,695,015","2,481,629","5,168,631","26,719","19,570"
116,RTC,Family,SQRT(2),Family,6000,sqrt(N),80,7500,213584,"$919,923,130 ",920,"$73,285,082 ","$77,910,822 ","$919,919,730 ","$3,400 ", $-   , $-   ,"$919,919,730 ","$3,400 ", $-   , $-   ,-0.169019595,-16.90195948,0.078670152,1.83732E-10,89904,-0.097257941,-9.725794131,1.05724E-10,-0.208504453,2.26654E-10,-0.233539954,2.53869E-10,29,0.094671488,"406,617","489,322","$1,722 ","$1,957 ",0.506132864,0.611663818,0.495860566,0.570196688,41,"1,695,015","2,481,629","5,168,631","21,347","18,395"
117,RTC,Family,SQRT(2),Family,6000,sqrt(N),85,7058.823529,208514,"$899,467,178 ",899,"$72,130,237 ","$76,147,570 ","$899,465,440 ","$1,738 ", $-   , $-   ,"$899,465,440 ","$1,738 ", $-   , $-   ,-0.169019595,-16.90195948,0.078670152,1.87911E-10,91949,-0.095522795,-9.552279505,1.06199E-10,-0.208103299,2.31363E-10,-0.233126819,2.59183E-10,29,0.094671488,"406,617","489,322","$1,726 ","$1,957 ",0.506300928,0.611663818,0.496026693,0.570196688,41,"1,695,015","2,481,629","5,168,631","20,714","18,196"
118,RTC,Family,SQRT(2),Family,6000,sqrt(N),90,6666.666667,202114,"$881,155,255 ",881,"$71,008,361 ","$74,549,299 ","$881,155,180 ",$75 , $-   , $-   ,"$881,155,180 ",$75 , $-   , $-   ,-0.169019595,-16.90195948,0.078670152,1.91816E-10,93860,-0.09401844,-9.401844014,1.06699E-10,-0.207743987,2.35763E-10,-0.232755721,2.64148E-10,30,0.094671488,"406,617","489,322","$1,730 ","$1,957 ",0.506451555,0.611663818,0.496176013,0.570196688,41,"1,695,015","2,481,629","5,168,631","20,391","17,892"
119,RTC,Family,SQRT(2),Family,6000,sqrt(N),95,6315.789474,197062,"$864,381,134 ",864,"$69,932,777 ","$73,003,327 ","$864,381,134 ", $-   , $-   , $-   ,"$864,381,134 ", $-   , $-   , $-   ,-0.169019595,-16.90195948,0.078670152,1.95538E-10,95681,-0.092685046,-9.268504593,1.07227E-10,-0.207414731,2.39957E-10,-0.232414976,2.6888E-10,30,0.094671488,"406,617","489,322","$1,734 ","$1,957 ",0.506589658,0.611663818,0.496313197,0.570196688,41,"1,695,015","2,481,629","5,168,631","20,366","17,892"
120,RTC,Family,SQRT(2),Family,6000,sqrt(N),100,6000,195650,"$848,921,695 ",849,"$68,861,657 ","$71,647,850 ","$848,921,695 ", $-   , $-   , $-   ,"$848,921,695 ", $-   , $-   , $-   ,-0.169019595,-16.90195948,0.078670152,1.99099E-10,97424,-0.091536002,-9.153600152,1.07826E-10,-0.20710963,2.43968E-10,-0.232100338,2.73406E-10,30,0.094671488,"406,617","489,322","$1,737 ","$1,957 ",0.506717705,0.611663818,0.49643994,0.570196688,41,"1,695,015","2,481,629","5,168,631","19,480","17,844"
121,RTC,Family,SQRT(2),Family,7000,sqrt(N),5,140000,2566313,"$9,734,906,717 ",9735,"$1,650,939,709 ","$2,979,844,199 ","$3,690,462,426 ","$3,143,870,244 ","$2,393,033,880 ","$507,540,167 ","$3,811,288,787 ","$3,074,681,916 ","$2,137,908,899 ","$711,027,114 ",-0.488657773,-48.86577725,0.048409529,5.01965E-11,24562,-0.710573729,-71.05737295,7.29923E-11,-0.303740144,3.12011E-11,-0.33245194,3.41505E-11,40,0.094671488,"250,211","489,322","$1,120 ","$1,957 ",0.469160841,0.611663818,0.459051319,0.570196688,41,"1,695,015","2,481,629","5,168,631","1,299,179","648,924"
122,RTC,Family,SQRT(2),Family,7000,sqrt(N),10,70000,1665120,"$6,068,211,726 ",6068,"$753,809,547 ","$1,120,421,482 ","$3,415,625,081 ","$2,146,171,224 ","$506,380,022 ","$35,398 ","$3,259,352,966 ","$2,013,688,831 ","$767,876,546 ","$27,293,383 ",-0.4640809,-46.40809,0.05073626,7.64774E-11,37422,-0.668519966,-66.85199663,1.10168E-10,-0.281703293,4.64228E-11,-0.305830538,5.03988E-11,38,0.094671488,"262,237","489,322","$1,191 ","$1,957 ",0.477227318,0.611663818,0.468409799,0.570196688,41,"1,695,015","2,481,629","5,168,631","527,124","293,110"
123,RTC,Family,SQRT(2),Family,7000,sqrt(N),15,46666.66667,1215588,"$4,303,930,026 ",4304,"$453,221,439 ","$591,575,892 ","$3,140,787,736 ","$1,155,136,382 ","$7,977,558 ","$28,349 ","$2,914,172,675 ","$1,273,038,674 ","$116,135,224 ","$583,452 ",-0.42058602,-42.05860198,0.054853983,9.77214E-11,47817,-0.627351702,-62.73517023,1.45763E-10,-0.262903839,6.10846E-11,-0.287740439,6.68553E-11,35,0.094671488,"283,520","489,322","$1,249 ","$1,957 ",0.484331272,0.611663818,0.47498999,0.570196688,41,"1,695,015","2,481,629","5,168,631","270,291","169,959"
124,RTC,Family,SQRT(2),Family,7000,sqrt(N),20,35000,935070,"$3,326,561,336 ",3327,"$328,140,184 ","$383,379,512 ","$2,865,950,391 ","$460,462,883 ","$126,762 ","$21,299 ","$2,646,714,034 ","$679,050,899 ","$785,753 ","$10,650 ",-0.371990234,-37.19902337,0.05945462,1.11824E-10,54718,-0.591561605,-59.15616053,1.7783E-10,-0.249766871,7.50826E-11,-0.275094271,8.26963E-11,34,0.094671488,"307,299","489,322","$1,295 ","$1,957 ",0.489422334,0.611663818,0.479700857,0.570196688,41,"1,695,015","2,481,629","5,168,631","184,089","126,219"
125,RTC,Family,SQRT(2),Family,7000,sqrt(N),25,28000,748922,"$2,735,164,824 ",2735,"$242,185,378 ","$268,025,857 ","$2,591,113,047 ","$144,037,527 ", $-   ,"$14,250 ","$2,417,366,773 ","$317,687,276 ","$103,650 ","$7,125 ",-0.298275977,-29.82759774,0.066433258,1.09052E-10,53362,-0.525487853,-52.54878533,1.92123E-10,-0.240834519,8.80512E-11,-0.266241819,9.73403E-11,34,0.094671488,"343,369","489,322","$1,346 ","$1,957 ",0.492945521,0.611663818,0.483054511,0.570196688,41,"1,695,015","2,481,629","5,168,631","116,818","99,850"
126,RTC,Family,SQRT(2),Family,7000,sqrt(N),30,23333.33333,637813,"$2,345,544,158 ",2346,"$187,411,015 ","$210,949,075 ","$2,316,275,702 ","$29,261,255 ", $-   ,"$7,200 ","$2,210,017,146 ","$135,522,541 ",$871 ,"$3,600 ",-0.231990367,-23.19903672,0.072708614,9.89068E-11,48397,-0.453067687,-45.30676871,1.93161E-10,-0.234501407,9.99774E-11,-0.259926438,1.10817E-10,33,0.094671488,"375,804","489,322","$1,400 ","$1,957 ",0.49547438,0.611663818,0.485475823,0.570196688,41,"1,695,015","2,481,629","5,168,631","87,273","76,674"
127,RTC,Family,SQRT(2),Family,7000,sqrt(N),35,20000,558707,"$2,051,942,228 ",2052,"$152,564,224 ","$175,333,409 ","$2,048,231,700 ","$3,710,376 ", $-   ,$151 ,"$2,011,941,519 ","$40,000,633 ", $-   ,$75 ,-0.206767723,-20.6767723,0.075096481,1.00767E-10,49307,-0.326222645,-32.6222645,1.58982E-10,-0.229527161,1.11858E-10,-0.254949957,1.24248E-10,32,0.094671488,"388,146","489,322","$1,463 ","$1,957 ",0.497478899,0.611663818,0.487400962,0.570196688,41,"1,695,015","2,481,629","5,168,631","60,199","57,240"
128,RTC,Family,SQRT(2),Family,7000,sqrt(N),40,17500,495612,"$1,829,638,419 ",1830,"$128,617,824 ","$154,146,087 ","$1,827,818,364 ","$1,820,055 ", $-   , $-   ,"$1,821,775,860 ","$7,862,559 ", $-   , $-   ,-0.189885139,-18.98851395,0.076694779,1.03783E-10,50783,-0.252361508,-25.23615081,1.3793E-10,-0.22564359,1.23327E-10,-0.251056582,1.37217E-10,32,0.094671488,"396,407","489,322","$1,513 ","$1,957 ",0.499055208,0.611663818,0.488917784,0.570196688,41,"1,695,015","2,481,629","5,168,631","52,003","49,725"
129,RTC,Family,SQRT(2),Family,7000,sqrt(N),45,15555.55556,416496,"$1,663,540,311 ",1664,"$114,871,188 ","$139,510,821 ","$1,662,783,066 ","$757,245 ", $-   , $-   ,"$1,660,147,490 ","$3,392,821 ", $-   , $-   ,-0.181267098,-18.12670976,0.077510662,1.08965E-10,53319,-0.200598409,-20.05984094,1.20585E-10,-0.222673818,1.33855E-10,-0.248062447,1.49117E-10,31,0.094671488,"400,624","489,322","$1,552 ","$1,957 ",0.500267373,0.611663818,0.490090713,0.570196688,41,"1,695,015","2,481,629","5,168,631","38,784","30,855"
130,RTC,Family,SQRT(2),Family,7000,sqrt(N),50,14000,385092,"$1,542,150,716 ",1542,"$108,093,126 ","$130,911,190 ","$1,541,655,061 ","$495,656 ", $-   , $-   ,"$1,540,060,724 ","$2,089,992 ", $-   , $-   ,-0.181258902,-18.1258902,0.077511437,1.17536E-10,57513,-0.178692001,-17.8692001,1.15872E-10,-0.220455304,1.42953E-10,-0.245821446,1.59402E-10,31,0.094671488,"400,628","489,322","$1,577 ","$1,957 ",0.501176748,0.611663818,0.4909723,0.570196688,41,"1,695,015","2,481,629","5,168,631","33,849","28,212"
131,RTC,Family,SQRT(2),Family,7000,sqrt(N),55,12727.27273,357774,"$1,438,913,733 ",1439,"$103,738,005 ","$124,897,085 ","$1,438,669,512 ","$244,221 ", $-   , $-   ,"$1,437,492,978 ","$1,420,755 ", $-   , $-   ,-0.181258902,-18.1258902,0.077511437,1.25969E-10,61640,-0.161434633,-16.14346331,1.12192E-10,-0.218553305,1.51888E-10,-0.243896082,1.695E-10,30,0.094671488,"400,628","489,322","$1,600 ","$1,957 ",0.501959018,0.611663818,0.49173225,0.570196688,41,"1,695,015","2,481,629","5,168,631","30,446","22,768"
132,RTC,Family,SQRT(2),Family,7000,sqrt(N),60,11666.66667,319699,"$1,355,957,433 ",1356,"$100,721,963 ","$119,462,520 ","$1,355,942,383 ","$15,050 ", $-   , $-   ,"$1,355,177,528 ","$779,906 ", $-   , $-   ,-0.181258902,-18.1258902,0.077511437,1.33676E-10,65411,-0.15020085,-15.02008499,1.10771E-10,-0.217013091,1.60044E-10,-0.242324367,1.78711E-10,30,0.094671488,"400,628","489,322","$1,617 ","$1,957 ",0.502594282,0.611663818,0.492354358,0.570196688,41,"1,695,015","2,481,629","5,168,631","30,115","22,397"
133,RTC,Family,SQRT(2),Family,7000,sqrt(N),65,10769.23077,304992,"$1,288,746,192 ",1289,"$97,909,781 ","$114,421,752 ","$1,288,732,805 ","$13,388 ", $-   , $-   ,"$1,288,379,628 ","$366,564 ", $-   , $-   ,-0.171320677,-17.13206768,0.078452304,1.32936E-10,65048,-0.14135805,-14.13580502,1.09686E-10,-0.215755105,1.67415E-10,-0.241032317,1.87029E-10,30,0.094671488,"405,491","489,322","$1,632 ","$1,957 ",0.50311433,0.611663818,0.492866956,0.570196688,41,"1,695,015","2,481,629","5,168,631","29,359","22,397"
134,RTC,Family,SQRT(2),Family,7000,sqrt(N),70,10000,277201,"$1,234,165,985 ",1234,"$95,220,978 ","$109,588,542 ","$1,234,154,260 ","$11,725 ", $-   , $-   ,"$1,234,089,383 ","$76,602 ", $-   , $-   ,-0.169105381,-16.91053808,0.07866203,1.3702E-10,67047,-0.132450881,-13.24508808,1.0732E-10,-0.214730516,1.73988E-10,-0.239970297,1.94439E-10,30,0.094671488,"406,575","489,322","$1,644 ","$1,957 ",0.503538696,0.611663818,0.493289092,0.570196688,41,"1,695,015","2,481,629","5,168,631","28,843","21,853"
