id,Basic Income Type,Income Test,Payment Unit,Payment Unit2,Benefit Level,scaling Factor,BRR,Break-Even Point,All Recipients,Gross Cost,Gross Cost(M), Gross Cost to Parents , Gross Cost to Coupled Recipients , Gross Cost Families - Quartile 1 , Gross Cost Families - Quartile 2 , Gross Cost Families - Quartile 3 , Gross Cost Families - Quartile 4 , Gross Cost Individuals - Quartile 1 , Gross Cost Individuals - Quartile 2 , Gross Cost Individuals - Quartile 3 , Gross Cost Individuals - Quartile 4 ,Percentage Change in Poverty Rate,% change in PR,Poverty Rate After Basic Income,Poverty Reduction Efficiency,Poverty Reduction Efficiency (B),Mean Change in Depth of Poverty,% Change in PD,Depth of Poverty Efficiency,Percentage Change in Gini Coefficient (family income),Gini Coefficient (family income) Efficiency,Percentage Change in Gini Coefficient (individual income),Gini Coefficient (individual income) Efficiency,Mean Age of Recipients,Poverty Rate Before Basic Income, Poverty count with Basic Income , Total Number of People In Poverty Before BI , Mean Depth of Poverty After Basic Income , Mean Depth of Poverty Before BI (for recipients) ,"Gini Coefficient after BI, families",Gini Coefficient Before BI - family income,"Gini Coefficient after BI, individuals",Gini Coefficient Before BI - individual income,Total Mean Age,Total Number of Parents,Total Number of people that are in a Couple,Total Working-Age Population,Number of Recipients that are in a Couple,Number of Recipients that are Parents
31,RTC,Individual,Per Capita,Individual,5000,N,15,33333,1378234,"$3,750,270,169.10 ",3750,"$987,942,083 ","$1,727,025,346 ","$2,101,783,080 ","$639,644,509 ","$594,394,940 ","$414,447,639 ","$2,979,588,217 ","$765,032,808 ","$5,624,144 ","$25,000 ",-0.36,-35.97,0.060617406,9.59E-11,46933,-0.518221367,-51.82,1.38E-10,-0.237012878,6.32E-11,-0.285458416,7.61E-11,37,0.094671488,"313,309","489,322","$1,407 ","$1,957 ",0.494468432,0.611663818,0.475833219,0.570196688,41,"1,695,015","2,481,629","5,168,631","656,833","357,452"
32,RTC,Individual,Per Capita,Individual,5000,N,30,16667,750193,"$2,171,072,970.20 ",2171,"$602,035,339 ","$1,023,253,668 ","$1,359,281,191 ","$227,072,113 ","$325,049,598 ","$259,670,068 ","$2,152,044,991 ","$19,002,979 ", $-   ,"$25,000 ",-0.26,-26.4,0.069676474,1.22E-10,59505,-0.242363162,-24.24,1.12E-10,-0.218762502,1.01E-10,-0.25972569,1.20E-10,36,0.094671488,"360,132","489,322","$1,575 ","$1,957 ",0.501872855,0.611663818,0.485553187,0.570196688,41,"1,695,015","2,481,629","5,168,631","328,405","189,813"
33,RTC,Individual,Per Capita,Individual,5000,N,50,10000,479507,"$1,585,086,379.00 ",1585,"$483,226,118 ","$781,816,777 ","$976,985,288 ","$154,946,831 ","$244,294,172 ","$208,860,089 ","$1,579,923,694 ","$5,137,685 ", $-   ,"$25,000 ",-0.25,-25.04,0.07096599,1.58E-10,77299,-0.170172856,-17.02,1.07E-10,-0.210830554,1.33E-10,-0.248483583,1.57E-10,36,0.094671488,"366,797","489,322","$1,661 ","$1,957 ",0.505160542,0.611663818,0.489925397,0.570196688,41,"1,695,015","2,481,629","5,168,631","231,149","129,957"
34,RTC,Individual,Per Capita,Individual,5000,N,75,6667,359223,"$1,343,073,018.75 ",1343,"$425,178,780 ","$670,901,388 ","$823,660,880 ","$126,788,060 ","$210,247,632 ","$182,376,447 ","$1,342,973,802 ","$74,217 ", $-   ,"$25,000 ",-0.21,-21.48,0.074337482,1.60E-10,78253,-0.138189688,-13.82,1.03E-10,-0.20755823,1.55E-10,-0.243560851,1.81E-10,36,0.094671488,"384,223","489,322","$1,700 ","$1,957 ",0.50652946,0.611663818,0.49186481,0.570196688,41,"1,695,015","2,481,629","5,168,631","177,500","111,560"
35,UBI,N/A,SQRT(2),Family,5000,sqrt(N),0,,3049257,"$12,841,309,490.99 ",12841,"$3,192,460,703 ","$6,368,494,491 ","$2,832,356,979 ","$2,960,405,558 ","$3,303,540,499 ","$3,745,006,455 ","$3,358,892,766 ","$3,285,506,388 ","$3,175,575,245 ","$3,021,335,092 ",-0.45,-45.14,0.051934253,3.52E-11,17202,-0.654058376,-65.41,5.09E-11,-0.271993428,2.12E-11,-0.317663819,2.47E-11,41,0.094671488,"268,429","489,322","$1,244 ","$1,957 ",0.480870263,0.611663818,0.464203239,0.570196688,41,"1,695,015","2,481,629","5,168,631","1,754,694","866,069"
36,UBI,N/A,Per Capita,Individual,5000,N,0,,3049257,"$15,246,285,000.00 ",15246,"$4,330,345,000 ","$8,773,470,000 ","$2,905,015,000 ","$3,205,235,000 ","$4,048,160,000 ","$5,087,875,000 ","$3,811,095,000 ","$3,811,815,000 ","$3,809,465,000 ","$3,813,910,000 ",-0.53,-53.47,0.044051897,3.51E-11,17161,-0.666996775,-66.7,4.37E-11,-0.272413075,1.79E-11,-0.331833154,2.18E-11,41,0.094671488,"227,688","489,322","$1,202 ","$1,957 ",0.480711669,0.611663818,0.459264597,0.570196688,41,"1,695,015","2,481,629","5,168,631","1,754,694","866,069"
37,RTC,Family,SQRT(2),Family,10000,sqrt(N),15,66667,1629269,"$8,343,534,746.05 ",8344,"$1,016,738,601 ","$1,488,007,179 ","$4,840,201,924 ","$2,923,671,657 ","$579,611,603 ","$49,562 ","$4,598,641,901 ","$2,757,494,441 ","$963,235,709 ","$24,162,695 ",-0.56,-56.36,0.041311327,6.76E-11,33055,-0.76587044,-76.59,9.18E-11,-0.32024008,3.84E-11,-0.343091369,4.11E-11,37,0.094671488,"213,523","489,322",$962 ,"$1,957 ",0.46329742,0.611663818,0.455414893,0.570196688,41,"1,695,015","2,481,629","5,168,631","504,794","286,193"
38,RTC,Family,SQRT(2),Family,10000,sqrt(N),30,33333,886684,"$4,553,323,719.19 ",4553,"$441,581,815 ","$506,834,073 ","$4,015,689,889 ","$537,526,273 ","$79,143 ","$28,414 ","$3,712,176,930 ","$840,398,409 ","$734,174 ","$14,207 ",-0.45,-44.68,0.052372281,9.81E-11,48015,-0.697355801,-69.74,1.53E-10,-0.273664773,6.01E-11,-0.298756689,6.56E-11,34,0.094671488,"270,693","489,322","$1,074 ","$1,957 ",0.480239256,0.611663818,0.47096105,0.570196688,41,"1,695,015","2,481,629","5,168,631","165,283","120,428"
39,RTC,Family,SQRT(2),Family,10000,sqrt(N),50,20000,558707,"$2,931,346,039.50 ",2931,"$217,948,892 ","$250,476,299 ","$2,926,045,286 ","$5,300,538 ", $-   ,$216 ,"$2,874,202,170 ","$57,143,762 ", $-   ,$108 ,-0.23,-22.9,0.072993219,7.81E-11,38224,-0.439482934,-43.95,1.50E-10,-0.247154489,8.43E-11,-0.272576004,9.30E-11,32,0.094671488,"377,275","489,322","$1,257 ","$1,957 ",0.490447515,0.611663818,0.48065013,0.570196688,41,"1,695,015","2,481,629","5,168,631","60,199","57,240"
40,RTC,Family,SQRT(2),Family,10000,sqrt(N),75,13333,371215,"$2,126,004,849.98 ",2126,"$150,710,988 ","$182,368,672 ","$2,125,476,367 ","$528,483 ", $-   , $-   ,"$2,123,501,547 ","$2,503,303 ", $-   , $-   ,-0.19,-18.68,0.076985955,8.79E-11,42996,-0.227409165,-22.74,1.07E-10,-0.232548207,1.09E-10,-0.25798589,1.21E-10,30,0.094671488,"397,912","489,322","$1,436 ","$1,957 ",0.496259549,0.611663818,0.486224701,0.570196688,41,"1,695,015","2,481,629","5,168,631","30,754","24,167"
41,RTC,Family,Per Capita,Individual,10000,N,15,66667,1629269,"$8,777,895,822.80 ",8778,"$1,249,202,549 ","$1,922,368,256 ","$4,955,423,339 ","$3,152,829,526 ","$669,572,867 ","$70,092 ","$4,845,583,643 ","$2,913,607,911 ","$994,324,627 ","$24,379,642 ",-0.58,-57.57,0.040170018,6.56E-11,32092,-0.775469588,-77.55,8.83E-11,-0.325361341,3.71E-11,-0.350860149,4.00E-11,37,0.094671488,"207,624","489,322",$927 ,"$1,957 ",0.461507211,0.611663818,0.452795816,0.570196688,41,"1,695,015","2,481,629","5,168,631","504,794","286,193"
42,RTC,Family,Per Capita,Individual,10000,N,30,33333,886684,"$4,670,694,688.90 ",4671,"$527,234,431 ","$624,205,043 ","$4,100,816,677 ","$569,758,686 ","$79,143 ","$40,183 ","$3,812,248,165 ","$857,692,258 ","$734,174 ","$20,092 ",-0.51,-51.31,0.046095379,1.10E-10,53755,-0.708344409,-70.83,1.52E-10,-0.275562167,5.90E-11,-0.301187456,6.45E-11,34,0.094671488,"238,250","489,322","$1,043 ","$1,957 ",0.479524899,0.611663818,0.470081248,0.570196688,41,"1,695,015","2,481,629","5,168,631","165,283","120,428"
43,RTC,Family,Per Capita,Individual,10000,N,50,20000,558707,"$2,978,397,798.00 ",2978,"$255,708,458 ","$297,528,058 ","$2,973,035,464 ","$5,362,029 ", $-   ,$305 ,"$2,920,926,638 ","$57,471,008 ", $-   ,$153 ,-0.23,-22.9,0.072993219,7.69E-11,37620,-0.446249055,-44.62,1.50E-10,-0.247966886,8.33E-11,-0.273598999,9.19E-11,32,0.094671488,"377,275","489,322","$1,237 ","$1,957 ",0.490128242,0.611663818,0.480264051,0.570196688,41,"1,695,015","2,481,629","5,168,631","60,199","57,240"
44,RTC,Family,Per Capita,Individual,10000,N,75,13333,371215,"$2,156,042,251.75 ",2156,"$175,524,958 ","$212,406,074 ","$2,155,513,769 ","$528,483 ", $-   , $-   ,"$2,153,538,949 ","$2,503,303 ", $-   , $-   ,-0.19,-18.68,0.076985955,8.66E-11,42397,-0.231424106,-23.14,1.07E-10,-0.233055577,1.08E-10,-0.258649617,1.20E-10,30,0.094671488,"397,912","489,322","$1,420 ","$1,957 ",0.496055353,0.611663818,0.485968302,0.570196688,41,"1,695,015","2,481,629","5,168,631","30,754","24,167"
45,RTC,Individual,SQRT(2),Family,10000,sqrt(N),15,66667,2335835,"$11,579,516,725.37 ",11580,"$2,554,785,724 ","$4,723,989,158 ","$4,876,529,352 ","$3,238,124,199 ","$2,077,186,433 ","$1,387,676,742 ","$5,974,034,999 ","$3,889,448,291 ","$1,672,661,310 ","$43,372,125 ",-0.62,-61.54,0.036408868,5.31E-11,26006,-0.792482199,-79.25,6.84E-11,-0.322916806,2.79E-11,-0.396139175,3.42E-11,40,0.094671488,"188,184","489,322",$903 ,"$1,957 ",0.462360006,0.611663818,0.438110925,0.570196688,41,"1,695,015","2,481,629","5,168,631","1,211,360","607,404"
46,RTC,Individual,SQRT(2),Family,10000,sqrt(N),30,33333,1378234,"$6,554,326,767.52 ",6554,"$1,465,931,866 ","$2,507,837,122 ","$4,088,344,745 ","$1,039,239,983 ","$840,624,566 ","$586,117,473 ","$5,230,284,467 ","$1,315,838,170 ","$8,168,775 ","$35,355 ",-0.51,-51.44,0.045973875,7.85E-11,38402,-0.731478849,-73.15,1.12E-10,-0.280763835,4.28E-11,-0.341665,5.21E-11,37,0.094671488,"237,622","489,322","$1,007 ","$1,957 ",0.47757737,0.611663818,0.455899066,0.570196688,41,"1,695,015","2,481,629","5,168,631","656,833","357,452"
47,RTC,Individual,SQRT(2),Family,10000,sqrt(N),50,20000,879904,"$4,343,241,579.63 ",4343,"$986,676,316 ","$1,662,371,839 ","$3,043,691,331 ","$374,018,375 ","$518,842,171 ","$406,689,703 ","$4,238,617,090 ","$104,482,787 ","$106,348 ","$35,355 ",-0.31,-30.98,0.065340899,7.13E-11,34905,-0.51482308,-51.48,1.19E-10,-0.253294408,5.83E-11,-0.30502972,7.02E-11,36,0.094671488,"337,723","489,322","$1,171 ","$1,957 ",0.488044795,0.611663818,0.46869723,0.570196688,41,"1,695,015","2,481,629","5,168,631","381,396","221,539"
48,RTC,Individual,SQRT(2),Family,10000,sqrt(N),75,13333,620445,"$3,257,926,867.34 ",3258,"$792,131,464 ","$1,314,290,689 ","$2,251,151,660 ","$270,937,800 ","$403,511,809 ","$332,325,598 ","$3,240,114,161 ","$17,777,351 ", $-   ,"$35,355 ",-0.27,-27.1,0.069020018,8.32E-11,40696,-0.308401747,-30.84,9.47E-11,-0.237636954,7.29E-11,-0.284425288,8.73E-11,36,0.094671488,"356,739","489,322","$1,347 ","$1,957 ",0.494219095,0.611663818,0.476215956,0.570196688,41,"1,695,015","2,481,629","5,168,631","279,984","156,617"
49,RTC,Individual,Per Capita,Individual,10000,N,15,66667,2335835,"$13,354,265,425.55 ",13354,"$3,424,329,648 ","$6,498,737,858 ","$5,006,798,080 ","$3,597,532,575 ","$2,787,463,502 ","$1,962,471,268 ","$6,790,683,217 ","$4,514,432,398 ","$1,997,603,932 ","$51,545,878 ",-0.62,-61.95,0.036021531,4.64E-11,22700,-0.80288191,-80.29,6.01E-11,-0.328149915,2.46E-11,-0.425914675,3.19E-11,40,0.094671488,"186,182","489,322",$856 ,"$1,957 ",0.460538238,0.611663818,0.428962422,0.570196688,41,"1,695,015","2,481,629","5,168,631","1,211,360","607,404"
50,RTC,Individual,Per Capita,Individual,10000,N,30,33333,1378234,"$7,500,540,338.20 ",7501,"$1,975,884,166 ","$3,454,050,692 ","$4,203,566,160 ","$1,279,289,019 ","$1,188,789,880 ","$828,895,279 ","$5,959,176,434 ","$1,530,065,617 ","$11,248,288 ","$50,000 ",-0.57,-56.63,0.04105768,7.55E-11,36945,-0.742620728,-74.26,9.90E-11,-0.284941405,3.80E-11,-0.361957163,4.83E-11,37,0.094671488,"212,212","489,322",$966 ,"$1,957 ",0.476024676,0.611663818,0.4491065,0.570196688,41,"1,695,015","2,481,629","5,168,631","656,833","357,452"
51,RTC,Individual,Per Capita,Individual,10000,N,50,20000,879904,"$4,975,119,619.50 ",4975,"$1,342,853,207 ","$2,294,249,879 ","$3,139,412,097 ","$526,807,795 ","$733,753,635 ","$575,146,093 ","$4,850,500,723 ","$124,418,499 ","$150,399 ","$50,000 ",-0.37,-36.74,0.059890714,7.38E-11,36134,-0.527638748,-52.76,1.06E-10,-0.256240398,5.15E-11,-0.319542855,6.42E-11,36,0.094671488,"309,553","489,322","$1,131 ","$1,957 ",0.486900289,0.611663818,0.463542216,0.570196688,41,"1,695,015","2,481,629","5,168,631","381,396","221,539"
52,RTC,Individual,Per Capita,Individual,10000,N,75,13333,620445,"$3,756,821,720.25 ",3757,"$1,082,630,494 ","$1,813,185,542 ","$2,333,245,473 ","$382,945,007 ","$570,651,873 ","$469,979,368 ","$3,732,667,652 ","$24,104,069 ", $-   ,"$50,000 ",-0.32,-32.42,0.063982129,8.63E-11,42222,-0.322697624,-32.27,8.59E-11,-0.239938647,6.39E-11,-0.296123326,7.88E-11,36,0.094671488,"330,700","489,322","$1,305 ","$1,957 ",0.493301678,0.611663818,0.471917917,0.570196688,41,"1,695,015","2,481,629","5,168,631","279,984","156,617"
53,UBI,N/A,SQRT(2),Family,10000,sqrt(N),0,,3049257,"$25,682,618,981.98 ",25683,"$6,384,921,406 ","$12,736,988,982 ","$5,664,713,958 ","$5,920,811,117 ","$6,607,080,997 ","$7,490,012,909 ","$6,717,785,532 ","$6,571,012,777 ","$6,351,150,489 ","$6,042,670,184 ",-0.65,-65.41,0.032744069,2.55E-11,12463,-0.835981549,-83.6,3.26E-11,-0.352697223,1.37E-11,-0.421504289,1.64E-11,41,0.094671488,"169,242","489,322",$790 ,"$1,957 ",0.452180875,0.611663818,0.430293335,0.570196688,41,"1,695,015","2,481,629","5,168,631","1,754,694","866,069"
54,UBI,N/A,Per Capita,Individual,10000,N,0,,3049257,"$30,492,570,000.00 ",30493,"$8,660,690,000 ","$17,546,940,000 ","$5,810,030,000 ","$6,410,470,000 ","$8,096,320,000 ","$10,175,750,000 ","$7,622,190,000 ","$7,623,630,000 ","$7,618,930,000 ","$7,627,820,000 ",-0.68,-68.46,0.029863227,2.25E-11,10985,-0.846730374,-84.67,2.78E-11,-0.350416124,1.15E-11,-0.449652553,1.47E-11,41,0.094671488,"154,352","489,322",$734 ,"$1,957 ",0.452944699,0.611663818,0.421938217,0.570196688,41,"1,695,015","2,481,629","5,168,631","1,754,694","866,069"
55,RTC,Family,SQRT(2),Family,20000,sqrt(N),15,133333,2495481,"$27,015,446,934.12 ",27015,"$4,477,440,897 ","$8,014,181,989 ","$10,504,915,882 ","$8,839,529,621 ","$6,519,033,384 ","$1,151,968,046 ","$10,786,112,613 ","$8,597,039,034 ","$5,831,640,205 ","$1,800,655,082 ",-0.86,-85.79,0.013455594,3.18E-11,15538,-0.948828489,-94.88,3.51E-11,-0.534696937,1.98E-11,-0.55782938,2.06E-11,40,0.094671488,"69,547","489,322",$432 ,"$1,957 ",0.398556744,0.611663818,0.392638512,0.570196688,41,"1,695,015","2,481,629","5,168,631","1,236,070","625,212"
56,RTC,Family,SQRT(2),Family,20000,sqrt(N),30,66667,1629269,"$16,687,069,492.10 ",16687,"$2,033,477,203 ","$2,976,014,358 ","$9,680,403,848 ","$5,847,343,315 ","$1,159,223,206 ","$99,124 ","$9,197,283,801 ","$5,514,988,881 ","$1,926,471,419 ","$48,325,391 ",-0.8,-80.01,0.01892861,4.79E-11,23461,-0.922209221,-92.22,5.53E-11,-0.465733409,2.79E-11,-0.476738811,2.86E-11,37,0.094671488,"97,835","489,322",$510 ,"$1,957 ",0.417309052,0.611663818,0.414199053,0.570196688,41,"1,695,015","2,481,629","5,168,631","504,794","286,193"
57,RTC,Family,SQRT(2),Family,20000,sqrt(N),50,40000,1065432,"$10,710,467,284.70 ",10710,"$1,092,944,290 ","$1,345,273,107 ","$8,581,054,468 ","$2,127,242,863 ","$2,099,027 ","$70,926 ","$7,926,577,740 ","$2,742,235,662 ","$41,618,420 ","$35,463 ",-0.78,-77.52,0.021284359,7.24E-11,35415,-0.874678483,-87.47,8.17E-11,-0.389867693,3.64E-11,-0.408423454,3.81E-11,35,0.094671488,"110,011","489,322",$584 ,"$1,957 ",0.440087805,0.611663818,0.434289716,0.570196688,41,"1,695,015","2,481,629","5,168,631","213,142","139,998"
58,RTC,Family,SQRT(2),Family,20000,sqrt(N),75,26667,708181,"$7,500,031,431.07 ",7500,"$645,207,262 ","$715,080,780 ","$7,206,867,744 ","$293,128,008 ", $-   ,"$35,679 ","$6,754,956,336 ","$744,982,061 ","$75,195 ","$17,839 ",-0.68,-67.89,0.030398959,9.05E-11,44293,-0.829389954,-82.94,1.11E-10,-0.337531447,4.50E-11,-0.359576792,4.79E-11,34,0.094671488,"157,121","489,322",$632 ,"$1,957 ",0.457307987,0.611663818,0.449892809,0.570196688,41,"1,695,015","2,481,629","5,168,631","106,317","96,383"
59,RTC,Family,Per Capita,Individual,20000,N,15,133333,2495481,"$29,756,271,555.15 ",29756,"$5,792,480,369 ","$10,755,006,610 ","$10,765,453,339 ","$9,556,294,710 ","$7,893,045,404 ","$1,541,478,103 ","$11,717,795,233 ","$9,502,785,686 ","$6,516,400,674 ","$2,019,289,963 ",-0.86,-86.5,0.012783076,2.91E-11,14224,-0.95469264,-95.47,3.21E-11,-0.547909319,1.84E-11,-0.598040402,2.01E-11,40,0.094671488,"66,071","489,322",$391 ,"$1,957 ",0.395154821,0.611663818,0.382758665,0.570196688,41,"1,695,015","2,481,629","5,168,631","1,236,070","625,212"
60,RTC,Family,Per Capita,Individual,20000,N,30,66667,1629269,"$17,555,791,645.60 ",17556,"$2,498,405,097 ","$3,844,736,511 ","$9,910,846,677 ","$6,305,659,051 ","$1,339,145,734 ","$140,183 ","$9,691,167,286 ","$5,827,215,822 ","$1,988,649,254 ","$48,759,284 ",-0.8,-80.28,0.018668387,4.57E-11,22376,-0.930427776,-93.04,5.30E-11,-0.475351363,2.71E-11,-0.49424088,2.82E-11,37,0.094671488,"96,490","489,322",$479 ,"$1,957 ",0.414588573,0.611663818,0.409347535,0.570196688,41,"1,695,015","2,481,629","5,168,631","504,794","286,193"
61,RTC,Family,Per Capita,Individual,20000,N,50,40000,1065432,"$11,046,378,104.00 ",11046,"$1,313,238,713 ","$1,681,183,927 ","$8,771,371,129 ","$2,272,807,644 ","$2,099,027 ","$100,305 ","$8,187,871,283 ","$2,816,756,196 ","$41,700,473 ","$50,153 ",-0.78,-77.79,0.021024136,7.04E-11,34460,-0.876525656,-87.65,7.93E-11,-0.394435018,3.57E-11,-0.415826619,3.76E-11,35,0.094671488,"108,666","489,322",$568 ,"$1,957 ",0.438646338,0.611663818,0.432018869,0.570196688,41,"1,695,015","2,481,629","5,168,631","213,142","139,998"
62,RTC,Family,Per Capita,Individual,20000,N,75,26667,708181,"$7,652,189,828.75 ",7652,"$762,064,986 ","$867,239,177 ","$7,347,026,693 ","$305,112,679 ", $-   ,"$50,458 ","$6,898,140,582 ","$753,948,823 ","$75,195 ","$25,229 ",-0.7,-69.82,0.028572362,9.12E-11,44646,-0.831687879,-83.17,1.09E-10,-0.33961156,4.44E-11,-0.363015711,4.74E-11,34,0.094671488,"147,680","489,322",$622 ,"$1,957 ",0.456597892,0.611663818,0.448757713,0.570196688,41,"1,695,015","2,481,629","5,168,631","106,317","96,383"
63,RTC,Individual,SQRT(2),Family,20000,sqrt(N),15,133333,2879018,"$34,331,576,829.63 ",34332,"$7,967,874,536 ","$15,330,311,885 ","$10,541,243,310 ","$9,156,458,739 ","$8,455,795,155 ","$6,178,079,625 ","$12,691,820,532 ","$10,460,461,068 ","$8,023,434,806 ","$3,155,860,424 ",-0.87,-87,0.012302677,2.53E-11,12401,-0.959993925,-96,2.80E-11,-0.508286655,1.48E-11,-0.64991039,1.89E-11,41,0.094671488,"63,588","489,322",$388 ,"$1,957 ",0.40553552,0.611663818,0.370725474,0.570196688,41,"1,695,015","2,481,629","5,168,631","1,619,607","806,472"
64,RTC,Individual,SQRT(2),Family,20000,sqrt(N),30,66667,2335835,"$23,159,033,450.75 ",23159,"$5,109,571,447 ","$9,447,978,317 ","$9,753,058,704 ","$6,476,248,398 ","$4,154,372,866 ","$2,775,353,484 ","$11,948,069,999 ","$7,778,896,582 ","$3,345,322,619 ","$86,744,250 ",-0.85,-85.31,0.01390581,3.68E-11,18025,-0.948312945,-94.83,4.09E-11,-0.464063525,2.00E-11,-0.604651392,2.61E-11,40,0.094671488,"71,874","489,322",$433 ,"$1,957 ",0.417785025,0.611663818,0.381181748,0.570196688,41,"1,695,015","2,481,629","5,168,631","1,211,360","607,404"
65,RTC,Individual,SQRT(2),Family,20000,sqrt(N),50,40000,1616951,"$15,261,837,149.73 ",15262,"$3,391,832,919 ","$5,896,642,972 ","$8,702,145,895 ","$3,108,203,386 ","$2,030,266,427 ","$1,421,221,441 ","$10,956,402,622 ","$4,204,230,787 ","$101,133,030 ","$70,711 ",-0.82,-82.1,0.016944913,5.38E-11,26323,-0.910076738,-91.01,5.96E-11,-0.399713933,2.62E-11,-0.518436074,3.40E-11,38,0.094671488,"87,582","489,322",$501 ,"$1,957 ",0.436992015,0.611663818,0.402824879,0.570196688,41,"1,695,015","2,481,629","5,168,631","764,661","404,389"
66,RTC,Individual,SQRT(2),Family,20000,sqrt(N),75,26667,1117839,"$10,900,709,603.17 ",10901,"$2,435,548,362 ","$4,115,758,952 ","$7,388,504,884 ","$1,206,648,796 ","$1,331,805,418 ","$973,750,504 ","$9,716,818,401 ","$1,180,402,546 ","$3,417,946 ","$70,711 ",-0.81,-80.82,0.018155871,7.41E-11,36280,-0.888437922,-88.84,8.15E-11,-0.349099457,3.20E-11,-0.446142614,4.09E-11,37,0.094671488,"93,841","489,322",$552 ,"$1,957 ",0.45338675,0.611663818,0.422962304,0.570196688,41,"1,695,015","2,481,629","5,168,631","515,975","293,949"
67,RTC,Individual,Per Capita,Individual,20000,N,15,133333,2879018,"$40,102,841,677.45 ",40103,"$10,728,698,960 ","$21,101,576,732 ","$10,816,828,080 ","$10,004,500,167 ","$10,632,040,167 ","$8,649,473,263 ","$14,412,873,217 ","$12,138,062,398 ","$9,616,066,325 ","$3,935,839,737 ",-0.88,-87.86,0.011496275,2.19E-11,10720,-0.967764872,-96.78,2.41E-11,-0.507619381,1.27E-11,-0.725275517,1.81E-11,41,0.094671488,"59,420","489,322",$334 ,"$1,957 ",0.405715011,0.611663818,0.354531096,0.570196688,41,"1,695,015","2,481,629","5,168,631","1,619,607","806,472"
68,RTC,Individual,Per Capita,Individual,20000,N,30,66667,2335835,"$26,708,530,851.10 ",26709,"$6,848,659,297 ","$12,997,475,717 ","$10,013,596,160 ","$7,195,065,149 ","$5,574,927,005 ","$3,924,942,537 ","$13,581,366,433 ","$9,028,864,797 ","$3,995,207,865 ","$103,091,756 ",-0.86,-86.33,0.012943079,3.23E-11,15816,-0.955099637,-95.51,3.58E-11,-0.469041377,1.76E-11,-0.675935626,2.53E-11,40,0.094671488,"66,898","489,322",$387 ,"$1,957 ",0.416369359,0.611663818,0.36496857,0.570196688,41,"1,695,015","2,481,629","5,168,631","1,211,360","607,404"
69,RTC,Individual,Per Capita,Individual,20000,N,50,40000,1616951,"$17,482,987,094.50 ",17483,"$4,564,358,190 ","$8,117,792,917 ","$8,942,620,267 ","$3,660,095,319 ","$2,870,360,872 ","$2,009,910,638 ","$12,472,690,723 ","$4,884,329,530 ","$125,866,842 ","$100,000 ",-0.83,-83.44,0.01567417,4.77E-11,23355,-0.915608559,-91.56,5.24E-11,-0.405402273,2.32E-11,-0.572656393,3.28E-11,38,0.094671488,"81,014","489,322",$465 ,"$1,957 ",0.435223304,0.611663818,0.388936717,0.570196688,41,"1,695,015","2,481,629","5,168,631","764,661","404,389"
70,RTC,Individual,Per Capita,Individual,20000,N,75,26667,1117839,"$12,461,475,021.00 ",12461,"$3,293,989,651 ","$5,676,524,370 ","$7,603,900,401 ","$1,597,026,166 ","$1,883,457,285 ","$1,377,091,170 ","$11,086,846,084 ","$1,369,726,379 ","$4,802,559 ","$100,000 ",-0.81,-81.39,0.017615883,6.53E-11,31960,-0.892187427,-89.22,7.16E-11,-0.353998631,2.84E-11,-0.48664698,3.91E-11,37,0.094671488,"91,050","489,322",$525 ,"$1,957 ",0.451746256,0.611663818,0.411438509,0.570196688,41,"1,695,015","2,481,629","5,168,631","515,975","293,949"
71,UBI,N/A,SQRT(2),Family,20000,sqrt(N),0,,3049257,"$51,365,237,963.96 ",51365,"$12,769,842,811 ","$25,473,977,964 ","$11,329,427,917 ","$11,841,622,234 ","$13,214,161,995 ","$14,980,025,819 ","$13,435,571,064 ","$13,142,025,553 ","$12,702,300,978 ","$12,085,340,368 ",-0.88,-88.15,0.011217477,1.72E-11,8398,-0.972304283,-97.23,1.89E-11,-0.508932114,9.91E-12,-0.629309535,1.23E-11,41,0.094671488,"57,979","489,322",$322 ,"$1,957 ",0.405362057,0.611663818,0.375412905,0.570196688,41,"1,695,015","2,481,629","5,168,631","1,754,694","866,069"
72,UBI,N/A,Per Capita,Individual,20000,N,0,,3049257,"$60,985,140,000.00 ",60985,"$17,321,380,000 ","$35,093,880,000 ","$11,620,060,000 ","$12,820,940,000 ","$16,192,640,000 ","$20,351,500,000 ","$15,244,380,000 ","$15,247,260,000 ","$15,237,860,000 ","$15,255,640,000 ",-0.9,-90.14,0.009334774,1.48E-11,7232,-0.978216207,-97.82,1.60E-11,-0.49280268,8.08E-12,-0.68529135,1.12E-11,41,0.094671488,"48,248","489,322",$272 ,"$1,957 ",0.409741909,0.611663818,0.362942473,0.570196688,41,"1,695,015","2,481,629","5,168,631","1,754,694","866,069"
